Date,TAIEX2001,DJIA2001,Close,SP500_2001
2000/11/16,5454.129883,10494.5,2871.449951,1347.349976
2000/11/17,5351.359863,10399.32031,2755.340088,1322.359985
2000/11/20,4845.209961,10470.23047,2904.379883,1341.77002
2000/11/21,5103,10546.07031,2880.48999,1348.969971
2000/11/22,5130.609863,10507.58008,2734.97998,1336.089966
2000/11/23,5146.919922,10629.11035,2706.929932,1341.930054
2000/11/24,5419.990234,10414.49023,2597.929932,1314.949951
2000/11/27,5433.779785,10373.54004,2645.290039,1315.22998
2000/11/28,5362.259766,10560.9502,2615.75,1324.969971
2000/11/29,5319.459961,10898.71973,2889.800049,1376.540039
2000/11/30,5256.930176,10664.37988,2796.5,1351.459961
2000/12/1,5342.060059,10617.36035,2752.659912,1343.550049
2000/12/4,5174.02002,10712.91016,2917.429932,1369.890015
2000/12/5,5199.200195,10725.79981,3015.100098,1380.199951
2000/12/6,5170.620117,10768.26953,2931.77002,1371.180054
2000/12/7,5212.72998,10794.44043,2822.77002,1359.98999
2000/12/8,5252.830078,10674.99023,2728.51001,1340.930054
2000/12/11,5284.410156,10434.95996,2653.27002,1312.150024
2000/12/12,5380.089844,10645.41992,2624.52002,1322.73999
2000/12/13,5384.359863,10584.37012,2511.709961,1305.599976
2000/12/14,5320.160156,10318.92969,2332.780029,1264.73999
2000/12/15,5224.740234,10487.29004,2340.120117,1274.859985
2000/12/18,5055.200195,10635.55957,2517.02002,1305.949951
2000/12/19,5040.25,10692.44043,2493.52002,1315.189941
2000/12/20,4947.890137,10803.16016,2539.350098,1328.920044
2000/12/21,4817.220215,10868.75977,2557.76001,1334.219971
2000/12/22,4811.220215,10787.99023,2470.52002,1320.280029
2000/12/25,null,10646.15039,2291.860107,1283.27002
2000/12/26,4721.359863,10945.75,2616.689941,1347.560059
2000/12/27,4614.629883,10912.41016,2566.830078,1333.339966
2000/12/28,4797.140137,10662.00977,2407.649902,1298.349976
2000/12/29,4743.939941,10621.34961,2395.919922,1295.859985
2001/1/1,null,10572.54981,2441.300049,1300.800049
2001/1/2,4935.279785,10604.26953,2524.179932,1313.27002
2001/1/3,4894.790039,10609.54981,2640.570068,1326.819946
2001/1/4,5136.129883,10525.37988,2626.5,1318.550049
2001/1/5,5295.529785,10652.66016,2618.550049,1326.650024
2001/1/8,5188.509766,10584.33984,2682.780029,1329.469971
2001/1/9,5376.120117,10678.28027,2768.48999,1347.969971
2001/1/10,5436.779785,10587.58984,2770.379883,1342.540039
2001/1/11,5369.240234,10578.24023,2757.909912,1342.900024
2001/1/12,5339.399902,10649.80957,2840.389893,1360.400024
2001/1/15,5379.660156,10646.96973,2859.149902,1364.300049
2001/1/16,5662.939941,10729.51953,2754.280029,1357.51001
2001/1/17,5769.950195,10659.98047,2781.300049,1354.949951
2001/1/18,5847.910156,10702.19043,2838.340088,1364.170044
2001/1/19,null,10881.2002,2838.350098,1373.72998
2001/1/22,null,10887.36035,2772.72998,1366.01001
2001/1/23,null,10983.62988,2782.790039,1373.469971
2001/1/24,null,10864.09961,2660.5,1349.469971
2001/1/25,null,10965.84961,2643.209961,1354.310059
2001/1/26,null,10957.41992,2664.48999,1352.26001
2001/1/29,5680.060059,10946.71973,2607.820068,1340.890015
2001/1/30,5792.5,10880.54981,2562.060059,1332.530029
2001/1/31,5936.200195,10781.4502,2470.969971,1314.76001
2001/2/1,5897.930176,10946.76953,2489.659912,1330.310059
2001/2/2,6049.259766,10903.32031,2427.719971,1318.800049
2001/2/5,5932.419922,10795.41016,2491.399902,1315.920044
2001/2/6,5849.060059,10891.01953,2552.909912,1326.609985
2001/2/7,5693.580078,10799.82031,2425.379883,1301.530029
2001/2/8,5758.600098,10730.87988,2318.350098,1278.939941
2001/2/9,5809.839844,10526.58008,2268.939941,1255.27002
2001/2/12,5847.069824,10526.80957,2244.959961,1252.819946
2001/2/13,6027.490234,10441.90039,2262.51001,1245.859985
2001/2/14,5887.680176,10642.53027,2308.5,1267.650024
2001/2/15,6104.240234,10636.87988,2207.820068,1257.939941
2001/2/16,6045.669922,10495.28027,2151.830078,1239.939941
2001/2/19,5937.299805,10450.13965,2183.370117,1241.22998
2001/2/20,5971.290039,10466.30957,2117.629883,1234.180054
2001/2/21,5949.959961,10562.29981,2142.919922,1241.410034
2001/2/22,5759.040039,10591.21973,2204.429932,1253.800049
2001/2/23,5726.930176,10729.59961,2223.919922,1261.890015
2001/2/26,5716.02002,10858.25,2168.72998,1264.73999
2001/2/27,5674.689941,10644.62012,2052.780029,1233.420044
2001/2/28,null,10208.25,1923.380005,1180.160034
2001/3/1,5499.859863,10290.79981,2014.780029,1197.660034
2001/3/2,5499.540039,9973.459961,1972.089966,1166.709961
2001/3/5,5609.740234,10031.28027,1940.709961,1173.560059
2001/3/6,5635.060059,9823.410156,1890.910034,1150.530029
2001/3/7,5777.129883,9959.110352,1951.180054,1170.810059
2001/3/8,5711.02002,9720.759766,1857.439941,1142.619995
2001/3/9,5680.430176,9487,1830.22998,1122.140015
2001/3/12,5582.669922,9389.480469,1897.699951,1117.579956
2001/3/13,5610.399902,9504.780273,1928.680054,1139.829956
2001/3/14,5658.209961,9687.530273,1918.48999,1152.689941
2001/3/15,5742.740234,9947.540039,1972.22998,1182.170044
2001/3/16,5783.930176,9785.349609,1854.130005,1153.290039
2001/3/19,5641.890137,9799.05957,1820.569946,1147.949951
2001/3/20,5642.700195,9878.780273,1840.26001,1160.329956
2001/3/21,5623.419922,9777.929688,1782.969971,1145.869995
2001/3/22,5730.950195,9485.709961,1673,1106.459961
2001/3/23,5800.549805,9515.419922,1638.800049,1103.25
2001/3/26,5896.319824,9918.049805,1785,1151.439941
2001/3/27,5884.330078,9791.089844,1720.359985,1128.430054
2001/3/28,5819.390137,9845.150391,1745.709961,1137.589966
2001/3/29,5833.879883,10102.74023,1852.030029,1168.380005
2001/3/30,5797.919922,10013.46973,1898.949951,1165.890015
2001/4/2,5607.72998,10126.94043,1961.430054,1183.5
2001/4/3,5446.819824,10158.55957,1909.569946,1179.680054
2001/4/4,5405.850098,10216.73047,1923.219971,1191.810059
2001/4/5,null,10615.83008,2079.439941,1238.160034
2001/4/6,5515.129883,10693.70996,2182.139893,1253.689941
2001/4/9,5401.830078,10579.84961,2163.409912,1242.97998
2001/4/10,5353.5,10532.23047,2059.320068,1224.359985
2001/4/11,5467.75,10454.33984,2016.609985,1209.469971
2001/4/12,5533.220215,10625.2002,2059.800049,1228.75
2001/4/13,5495.470215,10692.34961,2034.880005,1234.52002
2001/4/16,5432.279785,10810.04981,2075.679932,1253.050049
2001/4/17,5431.950195,10734.96973,2116.23999,1249.459961
2001/4/18,5508.609863,10898.33984,2168.23999,1266.439941
2001/4/19,5608.5,10876.67969,2220.600098,1267.430054
2001/4/20,5596.629883,10796.65039,2146.199951,1248.579956
2001/4/23,5597.700195,10951.24023,2191.530029,1266.609985
2001/4/24,5589.339844,10935.16992,2173.570068,1263.51001
2001/4/25,5516.200195,10883.50977,2198.77002,1261.199951
2001/4/26,5518.72998,10866.98047,2156.629883,1255.540039
2001/4/27,5416.669922,10910.44043,2128.860107,1255.180054
2001/4/30,5381.669922,10821.30957,2107.429932,1245.670044
2001/5/1,null,10877.33008,2081.919922,1248.920044
2001/5/2,5304.240234,10872.96973,2085.580078,1249.439941
2001/5/3,5405.540039,11215.91992,2166.439941,1284.98999
2001/5/4,5244.049805,11248.58008,2193.679932,1288.48999
2001/5/7,5229.930176,11301.74023,2198.879883,1291.959961
2001/5/8,5176.709961,11337.91992,2305.590088,1312.829956
2001/5/9,5232.640137,11257.24023,2313.850098,1309.380005
2001/5/10,5122.169922,11105.50977,2243.47998,1289.050049
2001/5/11,5232.720215,11122.41992,2282.02002,1293.170044
2001/5/14,5176.450195,11005.37012,2251.030029,1277.890015
2001/5/15,5158.790039,11039.13965,2175.540039,1267.930054
2001/5/16,5082.02002,10872.63965,2084.5,1248.079956
2001/5/17,5143.439941,10911.94043,2110.48999,1255.819946
2001/5/18,5111.669922,10990.41016,2149.439941,1260.670044
2001/5/21,4958.609863,11061.51953,2155.929932,1267.109985
2001/5/22,4991.47998,11175.83984,2233.659912,1283.569946
2001/5/23,5209.970215,11070.24023,2217.72998,1270.030029
2001/5/24,5226.790039,11090.74023,2264,1276.959961
2001/5/25,5170.080078,10977,2215.100098,1264.959961
2001/5/28,5079.720215,10922.08984,2170.780029,1254.390015
2001/5/29,5095.259766,10948.37988,2169.949951,1255.849976
2001/5/30,5057.069824,10871.62012,2121.659912,1241.599976
2001/5/31,5048.859863,10690.12988,2044.069946,1219.869995
2001/6/1,5013.959961,10623.63965,2028.430054,1214.359985
2001/6/4,4985.109863,10645.37988,1988.630005,1208.430054
2001/6/5,5065.060059,10596.66992,1992.660034,1212.579956
2001/6/6,5220.439941,10647.33008,2031.23999,1223.140015
2001/6/7,5153.350098,10715.42969,2058.76001,1237.040039
2001/6/8,5226.279785,10604.58984,2034.839966,1225.349976
2001/6/11,5271.299805,10504.21973,2050.870117,1218.599976
2001/6/12,5266.240234,10472.48047,2064.620117,1216.76001
2001/6/13,5209.709961,10434.83984,2074.73999,1211.069946
2001/6/14,5119.189941,10566.20996,2125.459961,1226.199951
2001/6/15,5158.629883,10502.40039,2160.540039,1224.380005
2001/6/18,5070.52002,10593.71973,2148.719971,1236.719971
2001/6/19,5039.97998,10571.11035,2140.800049,1234.449951
2001/6/20,5029.640137,10479.86035,2080.110107,1219.23999
2001/6/21,4984.879883,10252.67969,2004.160034,1190.589966
2001/6/22,4904.339844,10299.40039,2026.709961,1198.780029
2001/6/25,null,10175.63965,1962.790039,1181.52002
2001/6/26,4785.120117,10241.01953,1972.040039,1180.180054
2001/6/27,4825.279785,10478.99023,2075.73999,1208.140015
2001/6/28,4768.549805,10539.05957,2084.790039,1215.680054
2001/6/29,4883.430176,10472.12012,2029.119995,1202.449951
2001/7/2,4886.859863,10606.38965,2067.320068,1214.439941
2001/7/3,4843.819824,10569.83008,2016.170044,1207.709961
2001/7/4,4739.160156,10610,2046.589966,1215.02002
2001/7/5,4709.200195,10576.65039,2029.369995,1210.849976
2001/7/6,4707.009766,10424.41992,1988.560059,1191.030029
2001/7/9,4657.299805,10241.12012,1959.23999,1171.650024
2001/7/10,4616.709961,10405.66992,1984.319946,1190.48999
2001/7/11,4548.290039,10455.62988,2022.959961,1202.930054
2001/7/12,4633.540039,10416.66992,2029.069946,1205.819946
2001/7/13,4485.680176,10401.71973,2017.839966,1204.52002
2001/7/16,4368.689941,10522.80957,2027.130005,1211.22998
2001/7/17,4371.990234,10510.00977,2068.379883,1215.930054
2001/7/18,4219.890137,10551.17969,2087.379883,1220.75
2001/7/19,4190.779785,10512.78027,2066.330078,1214.349976
2001/7/20,4220.330078,10401.30957,2034.26001,1200.47998
2001/7/23,4151.930176,10458.74023,2027.790039,1204.400024
2001/7/24,4040.77002,10293.5,1966.359985,1183.530029
2001/7/25,4136.390137,10298.55957,1963.319946,1183.430054
2001/7/26,4300.410156,10416.25,1956.469971,1190.160034
2001/7/27,4320.589844,10415.91016,1982.25,1191.290039
2001/7/30,null,10412.16992,1964.530029,1186.72998
2001/7/31,4352.97998,10345.9502,1918.890015,1178.02002
2001/8/1,4354.52002,10392.51953,1930.319946,1181.660034
2001/8/2,4490.189941,10240.78027,1867.01001,1161.969971
2001/8/3,4530.680176,10320.07031,1881.349976,1171.410034
2001/8/6,4470.72998,10174.13965,1831.300049,1157.26001
2001/8/7,4404,10276.90039,1860.01001,1165.310059
2001/8/8,4514.100098,10229.15039,1842.969971,1162.089966
2001/8/9,4448.52002,10423.16992,1916.800049,1184.930054
2001/8/10,4476.910156,10382.34961,1912.410034,1179.209961
2001/8/13,4520.759766,10222.03027,1864.97998,1161.51001
2001/8/14,4589.600098,10090.90039,1843.170044,1148.560059
2001/8/15,4623.109863,9919.580078,1791.680054,1129.030029
2001/8/16,4687.330078,9949.75,1805.430054,1133.579956
2001/8/17,4638.359863,9997.490234,1770.780029,1132.939941
2001/8/20,4550.359863,10033.26953,1759.01001,1131.73999
2001/8/21,4562.72998,9840.839844,1705.640015,1106.400024
2001/8/22,4487.52002,9605.849609,1687.699951,1085.780029
2001/8/23,4459.759766,9605.509766,1695.380005,1092.540039
2001/8/24,4310.319824,8920.700195,1579.550049,1038.77002
2001/8/27,4384.549805,8903.400391,1555.079956,1032.73999
2001/8/28,4368.379883,8759.129883,1527.800049,1016.099976
2001/8/29,4508.689941,8376.209961,1470.930054,984.539978
2001/8/30,4503.859863,8235.80957,1423.189941,965.799988
2001/8/31,4509.439941,8603.860352,1499.400024,1003.450012
2001/9/3,4454.77002,8659.969727,1501.640015,1012.27002
2001/9/4,4493.529785,8567.389648,1464.040039,1007.039978
2001/9/5,4424.910156,8681.419922,1460.709961,1018.609985
2001/9/6,4338.259766,8847.55957,1498.800049,1040.939941
2001/9/7,4302.160156,8836.830078,1480.459961,1038.550049
2001/9/10,4289.100098,8950.589844,1492.329956,1051.329956
2001/9/11,4176.930176,9123.780273,1580.810059,1072.280029
2001/9/12,null,9060.879883,1597.310059,1069.630005
2001/9/13,3952.48999,9119.769531,1605.300049,1071.380005
2001/9/14,3774.620117,9067.94043,1605.949951,1062.439941
2001/9/17,null,9052.44043,1570.189941,1056.75
2001/9/18,3774.620117,9240.860352,1626.26001,1080.98999
2001/9/19,3781.169922,9410.450195,1701.469971,1097.430054
2001/9/20,3698.840088,9344.160156,1703.400024,1091.650024
2001/9/21,3591.850098,9347.620117,1696.310059,1089.97998
2001/9/24,3533.51001,9384.230469,1722.069946,1097.540039
2001/9/25,3493.780029,9232.969727,1646.339966,1077.089966
2001/9/26,3625.530029,9163.219727,1652.719971,1068.609985
2001/9/27,3567.629883,9204.110352,1671.310059,1073.47998
2001/9/28,3636.939941,9377.030273,1708.079956,1089.900024
2001/10/1,null,9340.080078,1704.439941,1084.780029
2001/10/2,3492.120117,9345.620117,1731.540039,1085.199951
2001/10/3,3446.26001,9462.900391,1775.469971,1100.089966
2001/10/4,3493.659912,9545.169922,1768.959961,1104.609985
2001/10/5,3585.459961,9269.5,1699.52002,1078.300049
2001/10/8,3520.350098,9121.980469,1667.410034,1059.790039
2001/10/9,3618.929932,9075.139648,1690.199951,1059.780029
2001/10/10,null,9263.900391,1746.300049,1084.099976
2001/10/11,3789.929932,9323.540039,1745.72998,1087.199951
2001/10/12,3801.5,9441.030273,1793.650024,1102.839966
2001/10/15,3712.820068,9591.120117,1835.079956,1118.859985
2001/10/16,3794.860107,9554.370117,1837.530029,1115.800049
2001/10/17,3817.129883,9587.519531,1827.77002,1118.540039
2001/10/18,3811.199951,9608,1828.47998,1120.310059
2001/10/19,3845.620117,9554.370117,1840.130005,1118.329956
2001/10/22,3900.620117,9750.950195,1892.109985,1139.089966
2001/10/23,3874.419922,9823.610352,1903.189941,1141.209961
2001/10/24,3986.669922,9872.389648,1900.569946,1142.23999
2001/10/25,4012.199951,9866.990234,1898.579956,1138.650024
2001/10/26,4043.570068,9976.459961,1934.420044,1151.060059
2001/10/29,4065.100098,9901.379883,1880.51001,1142.660034
2001/10/30,3915.610107,9834.679688,1875.050049,1137.030029
2001/10/31,3903.48999,9959.709961,1903.199951,1150.339966
2001/11/1,3929.689941,9982.75,1941.22998,1157.420044
2001/11/2,3998.47998,9872.599609,1935.969971,1149.5
2001/11/5,4080.51001,9711.860352,1887.969971,1128.52002
2001/11/6,4082.919922,9829.419922,1933.26001,1140.199951
2001/11/7,4158.149902,9851.55957,1930.579956,1139.449951
2001/11/8,4135.029785,9763.959961,1904.900024,1129.900024
2001/11/9,4123.779785,9893.839844,1963.099976,1144.800049
2001/11/12,4172.629883,10114.29004,2046.839966,1170.349976
2001/11/13,4136.540039,10099.13965,2054.27002,1167.099976
2001/11/14,4277.700195,10049.45996,2021.26001,1158.310059
2001/11/15,4403.589844,9921.450195,1992.119995,1139.930054
2001/11/16,4446.620117,9888.370117,2001.930054,1136.76001
2001/11/19,4548.629883,9894.80957,2011.380005,1137.069946
2001/11/20,4455.799805,9766.450195,1946.51001,1119.380005
2001/11/21,4533.370117,9811.150391,1953.170044,1123.089966
2001/11/22,4450.02002,9891.969727,1987.449951,1134.359985
2001/11/23,4519.080078,9998.389648,2004.76001,1142.920044
2001/11/26,4608.319824,10070.49023,1982.890015,1149.560059
2001/11/27,4580.330078,9985.179688,1918.540039,1139.930054
2001/11/28,4447.580078,10035.33984,1945.829956,1144.890015
2001/11/29,4465.830078,10035.33984,1944.47998,1144.650024
2001/11/30,4441.120117,10088.13965,1960.699951,1149.369995
2001/12/3,4646.609863,10131.30957,1976.420044,1157.130005
2001/12/4,4766.430176,10136.99023,1987.26001,1161.02002
2001/12/5,4924.560059,10021.57031,1950.400024,1148.079956
2001/12/6,5208.859863,10073.40039,1979.25,1154.670044
2001/12/7,5333.930176,,,
2001/12/10,5321.279785,,,
2001/12/11,5273.970215,,,
2001/12/12,5539.310059,,,
2001/12/13,5407.540039,,,
2001/12/14,5486.72998,,,
2001/12/17,5456.149902,,,
2001/12/18,5329.189941,,,
2001/12/19,5221.959961,,,
2001/12/20,5309.100098,,,
2001/12/21,5109.240234,,,
2001/12/24,5164.72998,,,
2001/12/25,5372.810059,,,
2001/12/26,5392.430176,,,
2001/12/27,5332.97998,,,
2001/12/28,5398.279785,,,
2001/12/31,5551.240234,,,
