Date,^BSVP,DJI,N225,SSEC
2008/10/28,33818,8046.419922,7649.080078,1874.801025
2008/10/29,31482,8443.389648,7162.899902,1843.607056
2008/10/30,29435,8479.469727,7621.919922,1859.109985
2008/10/31,33387,8726.610352,8211.900391,1927.613037
2008/11/3,34845,8829.040039,9029.759766,1986.437988
2008/11/4,37449,8149.089844,8576.980469,2030.484985
2008/11/5,37257,8419.089844,9114.599609,1902.430054
2008/11/6,38249,8591.69043,9521.240234,2017.473999
2008/11/7,40255,8376.240234,8899.139648,1983.76001
2008/11/10,37786,8635.419922,8583,1969.389038
2008/11/11,36362,8934.179688,9081.429688,1897.060059
2008/11/12,36665,8691.330078,8809.299805,1888.714966
2008/11/13,36776,8761.419922,8695.509766,1897.884033
2008/11/14,37262,8565.089844,8238.639648,1917.860962
2008/11/17,34374,8629.679688,8462.389648,1871.156006
2008/11/18,35993,8564.530273,8522.580078,1894.61499
2008/11/19,35789,8924.139648,8328.410156,1889.637939
2008/11/21,35717,8824.339844,8273.219727,1965.41394
2008/11/24,34095,8604.990234,7703.040039,2001.504028
2008/11/25,33405,8579.110352,7910.790039,2018.656006
2008/11/26,31251,8519.69043,8323.929688,2090.772949
2008/11/27,34189,8419.490234,8213.219727,2037.73999
2008/11/28,34813,8468.480469,8373.389648,2079.116943
2008/12/1,36470,8515.549805,8512.269531,2031.68103
2008/12/2,36213,8483.929688,8397.219727,1954.214966
2008/12/3,36596,8668.389648,7863.689941,1964.374023
2008/12/4,34741,8776.389648,8004.100098,1975.005981
2008/12/5,35001,9034.69043,7924.240234,1976.81897
2008/12/8,35297,8952.889648,7917.509766,2015.69397
2008/12/9,35128,9015.099609,8329.049805,2018.463013
2008/12/10,35347,8769.700195,8395.870117,1987.755005
2008/12/11,38285,8742.459961,8660.240234,1897.224976
2008/12/12,37968,8599.179688,8720.549805,1863.800049
2008/12/15,39004,8473.969727,8235.870117,1852.418945
2008/12/16,38519,8448.55957,8664.660156,1851.517944
2008/12/17,39374,8200.139648,8568.019531,1850.47998
2008/12/18,38320,8212.490234,8612.519531,1832.910034
2008/12/19,39993,8281.219727,8667.230469,1820.805054
2008/12/22,39947,7949.089844,8588.519531,1880.715942
2008/12/23,39536,8228.099609,8723.780273,1937.14502
2008/12/26,39131,8122.799805,8517.099609,1924.011963
2008/12/29,37619,8077.560059,8599.5,1878.18103
2008/12/30,36471,8116.029785,8739.519531,1904.860962
2009/1/2,36864,8174.72998,8747.169922,1900.347046
2009/1/5,37060,8375.450195,8859.55957,1863.366943
2009/1/6,37550,8149.009766,9043.120117,1928.869019
2009/1/7,40244,8000.859863,9080.839844,1920.206055
2009/1/8,41519,7936.75,9239.240234,1954.437988
2009/1/9,42312,8078.359863,8876.419922,1986.671997
2009/1/12,40820,7956.660156,8836.799805,1994.107056
2009/1/13,41991,8063.069824,8413.910156,1985.015991
2009/1/14,41583,8280.589844,8438.450195,2004.95105
2009/1/15,39403,8270.870117,8023.310059,1990.656982
2009/1/16,39544,7888.879883,8230.150391,2011.682983
2009/1/19,37982,7939.529785,8256.849609,2060.808105
2009/1/20,39151,7932.759766,8065.790039,2107.749023
2009/1/21,39342,7850.410156,7901.640137,2098.018066
2009/1/22,38828,7552.600098,8051.740234,2181.239014
2009/1/23,37272,7555.629883,7745.25,2224.714111
2009/1/26,38543,7465.950195,7682.140137,2265.160889
2009/1/27,37894,7365.669922,8061.069824,2260.820068
2009/1/28,38132,7114.779785,8106.290039,2248.091064
2009/1/29,38509,7350.939941,8251.240234,2320.791992
2009/1/30,38699,7270.890137,7994.049805,2389.386963
2009/2/2,40227,7182.080078,7873.97998,2319.440918
2009/2/3,39638,7062.930176,7825.509766,2209.862061
2009/2/4,39301,6763.290039,8038.939941,2227.125
2009/2/5,38666,6726.02002,7949.649902,2261.478027
2009/2/6,39747,6875.839844,8076.620117,2305.7771
2009/2/9,40129,6594.439941,7969.029785,2200.654053
2009/2/10,41109,6626.939941,7945.939941,2206.573975
2009/2/11,42756,6547.049805,7705.359863,2121.250977
2009/2/12,42100,6926.490234,7779.399902,2082.852051
2009/2/13,41207,6930.399902,7750.169922,2093.447021
2009/2/16,40846,7170.060059,7645.509766,2071.430908
2009/2/17,40501,7223.97998,7534.439941,2198.106934
2009/2/18,41674,7216.970215,7557.649902,2221.075928
2009/2/19,41841,7395.700195,7416.379883,2193.00708
2009/2/20,39847,7486.580078,7376.160156,2118.748047
2009/2/25,39674,7400.799805,7268.560059,2158.568115
2009/2/26,39730,7278.379883,7461.220215,2139.024902
2009/2/27,38715,7775.859863,7457.930176,2133.881104
2009/3/2,38232,7659.970215,7568.419922,2128.8479
2009/3/3,38180,7749.810059,7280.149902,2153.291016
2009/3/4,38183,7924.560059,7229.720215,2218.325928
2009/3/5,36235,7776.180176,7290.959961,2223.725098
2009/3/6,36468,7522.02002,7433.490234,2265.759033
2009/3/9,38402,7608.919922,7173.100098,2281.086914
2009/3/10,37369,7761.600098,7086.029785,2325.47998
2009/3/11,37105,7978.080078,7054.97998,2338.419922
2009/3/12,36741,8017.589844,7376.120117,2291.554932
2009/3/13,38795,7975.850098,7198.25,2361.704102
2009/3/16,38805,7789.560059,7569.279785,2374.437988
2009/3/17,39152,7837.109863,7704.149902,2358.040039
2009/3/18,39015,8083.379883,7949.129883,2373.212891
2009/3/19,38607,8057.810059,7972.169922,2408.01709
2009/3/20,39511,7920.180176,7945.959961,2425.291016
2009/3/23,40142,8029.620117,8215.530273,2419.778076
2009/3/24,40453,8125.430176,8488.299805,2439.181885
2009/3/25,40076,8131.330078,8479.990234,2347.38501
2009/3/26,42439,7841.72998,8636.330078,2379.875977
2009/3/27,41476,7969.560059,8626.969727,2444.226074
2009/3/30,41799,7886.569824,8236.080078,2513.700928
2009/3/31,42589,7957.060059,8109.529785,2527.180908
2009/4/1,41907,8076.290039,8351.910156,2536.055908
2009/4/2,40653,8025,8719.780273,2534.134033
2009/4/3,40926,8016.950195,8749.839844,2503.935059
2009/4/6,41976,8185.72998,8857.929688,2557.456055
2009/4/7,43736,8168.120117,8832.849609,2535.827881
2009/4/8,44391,8212.410156,8595.009766,2461.345947
2009/4/9,44167,8426.740234,8916.05957,2463.954102
2009/4/13,43825,8410.650391,8964.110352,2448.594971
2009/4/14,44182,8512.280273,8924.429688,2405.3479
2009/4/15,45539,8409.849609,8842.679688,2401.437988
2009/4/16,45992,8574.650391,8742.959961,2468.191895
2009/4/17,45418,8418.769531,8755.259766,2477.569092
2009/4/20,45273,8469.110352,8907.580078,2559.910889
2009/4/22,46025,8284.889648,8924.75,2567.336914
2009/4/23,45778,8331.320313,8711.330078,2592.52002
2009/4/24,44433,8268.639648,8727.299805,2597.447021
2009/4/27,44888,8504.080078,8847.009766,2625.64502
2009/4/28,45801,8474.849609,8707.990234,2579.74707
2009/4/29,46772,8422.040039,8726.339844,2618.172119
2009/4/30,45820,8292.129883,8493.769531,2663.766113
2009/5/4,45821,8277.320313,8828.259766,2639.886963
2009/5/5,47227,8473.490234,8977.370117,2645.262939
2009/5/6,47290,8300.019531,9385.700195,2652.779053
2009/5/7,50405,8403.799805,9432.830078,2676.681885
2009/5/8,50670,8500.330078,9451.980469,2651.414063
2009/5/11,51499,8721.44043,9298.610352,2610.62207
2009/5/12,50058,8740.870117,9340.490234,2597.601074
2009/5/13,51396,8675.240234,9093.730469,2610.01001
2009/5/14,50976,8750.240234,9265.019531,2588.574951
2009/5/15,50326,8763.129883,9038.69043,2632.929932
2009/5/18,48679,8764.490234,9290.290039,2721.280029
2009/5/19,49446,8763.05957,9344.639648,2724.302002
2009/5/20,49007,8739.019531,9264.150391,2778.589111
2009/5/21,51463,8770.919922,9225.80957,2767.243896
2009/5/22,51347,8799.259766,9347,2753.891113
2009/5/25,51245,8612.129883,9310.80957,2768.335938
2009/5/26,50087,8504.669922,9438.769531,2787.886963
2009/5/27,50568,8497.179688,9451.389648,2816.24707
2009/5/28,50816,8555.599609,9522.5,2797.320068
2009/5/29,51841,8539.730469,9677.75,2743.761963
2009/6/1,51792,8339.009766,9704.30957,2789.549072
2009/6/2,53041,8322.910156,9741.669922,2776.021973
2009/6/3,53198,8299.860352,9668.959961,2810.123047
2009/6/4,54486,8472.400391,9768.009766,2853.903076
2009/6/5,54000,8438.389648,9865.629883,2880.491943
2009/6/8,52087,8529.379883,9786.820313,2896.302002
2009/6/9,53464,8447,9991.490234,2892.697021
2009/6/10,53341,8504.05957,9981.330078,2922.299072
2009/6/12,53630,8280.740234,10135.82031,2925.045898
2009/6/15,53157,8324.870117,10039.66992,2928.210938
2009/6/16,53411,8163.600098,9752.879883,2975.313965
2009/6/17,53558,8178.410156,9840.849609,2959.362061
2009/6/18,52034,8183.169922,9703.719727,3008.149902
2009/6/19,51206,8146.52002,9786.259766,3060.253906
2009/6/22,51046,8331.679688,9826.269531,3088.366943
2009/6/23,50903,8359.490234,9549.610352,3124.666992
2009/6/24,51374,8616.209961,9590.320313,3089.449951
2009/6/25,49495,8711.820313,9796.080078,3080.773926
2009/6/26,49814,8743.94043,9877.389648,3123.034912
2009/6/29,49672,8848.150391,9783.469727,3113.931885
2009/6/30,51515,8915.94043,9958.44043,3080.555908
2009/7/1,51486,8881.259766,9939.929688,3145.156982
2009/7/2,52138,9069.290039,9876.150391,3188.551025
2009/7/3,51465,9093.240234,9816.070313,3183.741943
2009/7/6,51544,9108.509766,9680.870117,3189.740967
2009/7/7,51025,9096.719727,9647.790039,3266.919922
2009/7/8,50935,9070.719727,9420.75,3213.206055
2009/7/9,50622,9154.459961,9291.05957,3296.61499
2009/7/10,49457,9171.610352,9287.280273,3328.48999
2009/7/13,49178,9286.55957,9050.330078,3372.603027
2009/7/14,null,9320.19043,9261.80957,3435.211914
2009/7/15,49221,9280.969727,9269.25,3438.371094
2009/7/16,49187,9256.259766,9344.160156,3266.431885
2009/7/17,48873,9370.070313,9395.320313,3321.560059
2009/7/20,51297,9337.950195,9652.019531,3412.062012
2009/7/21,51918,9241.450195,9723.160156,3462.590088
2009/7/22,52072,9361.610352,9792.94043,3471.441895
2009/7/23,53155,9398.19043,9944.549805,3428.500977
2009/7/24,53234,9321.400391,10088.66016,3356.330078
2009/7/27,53073,9135.339844,10087.25977,3260.689941
2009/7/28,54249,9217.94043,10113.24023,3249.76001
2009/7/29,54457,9279.160156,10165.20996,3264.726074
2009/7/30,54549,9350.049805,10356.83008,3112.718994
2009/7/31,54472,9505.959961,10352.46973,3140.560059
2009/8/3,53735,9509.280273,10375.00977,3046.971924
2009/8/4,54478,9539.290039,10252.53027,2870.629883
2009/8/5,54766,9543.519531,10388.08984,2910.884033
2009/8/6,55998,9580.629883,10412.08984,2785.583984
2009/8/7,56038,9544.200195,10524.25977,2911.582031
2009/8/10,56384,9496.280273,10585.45996,2960.770996
2009/8/11,55755,9310.599609,10435,2993.428955
2009/8/12,56330,9280.669922,10517.19043,2915.802979
2009/8/13,56830,9344.610352,10597.33008,2967.594971
2009/8/14,55761,9441.269531,10268.61035,2946.39502
2009/8/17,56588,9497.339844,10284.95996,2860.687988
2009/8/18,57048,9547.219727,10204,2667.745117
2009/8/19,56638,9627.480469,10383.41016,2683.724121
2009/8/20,55218,9605.410156,10238.2002,2714.974121
2009/8/21,55749,9626.799805,10581.04981,2845.023926
2009/8/24,56156,9683.410156,10497.36035,2861.608887
2009/8/25,56831,9791.709961,10639.70996,2881.115967
2009/8/26,57729,9783.919922,10473.96973,2930.475098
2009/8/27,57775,9820.200195,10534.13965,2946.259033
2009/8/28,57421,9778.860352,10492.53027,2924.883057
2009/8/31,57766,9829.870117,10280.45996,2989.791992
2009/9/1,57704,9748.549805,10214.63965,3026.740967
2009/9/2,57701,9707.44043,10187.11035,3033.728027
2009/9/3,56489,9665.19043,10320.94043,2999.709961
2009/9/4,55815,9789.360352,10393.23047,3060.26001
2009/9/8,55386,9742.200195,10312.13965,2962.666992
2009/9/9,55707,9712.280273,10513.66992,2967.010986
2009/9/10,56652,9509.280273,10444.33008,2897.552979
2009/9/11,57855,9487.669922,10202.05957,2842.720947
2009/9/14,57910,9599.75,10217.62012,2853.553955
2009/9/15,58536,9731.25,10270.76953,2838.842041
2009/9/16,58366,9725.580078,10443.79981,2763.524902
2009/9/17,58868,9786.870117,10370.54004,2754.540039
2009/9/18,59264,9864.94043,null,2779.426025
2009/9/21,60411,9885.799805,10544.21973,2911.715088
2009/9/22,60236,9871.05957,10265.98047,2894.48291
2009/9/23,60703,10015.86035,10009.51953,2936.190918
2009/9/24,60928,10062.94043,10100.2002,2970.531982
2009/9/25,61493,9995.910156,10133.23047,2979.788086
2009/9/28,60496,10092.19043,9978.639648,2976.633057
2009/9/29,60046,10041.48047,9731.870117,3038.272949
2009/9/30,60356,9949.360352,9674.490234,3084.454102
2009/10/1,61317,10081.30957,9691.799805,3070.589111
2009/10/2,61235,9972.179688,9799.599609,3051.412109
2009/10/5,61518,9867.959961,9832.469727,3107.846924
2009/10/6,60459,9882.169922,10016.38965,3109.565918
2009/10/7,61172,9762.69043,10076.55957,3021.458984
2009/10/8,62369,9962.580078,10060.20996,3031.329102
2009/10/9,62671,9712.730469,10238.65039,2960.466064
2009/10/13,62638,9789.44043,10257.55957,2995.8479
2009/10/14,63760,9771.910156,10236.50977,3076.648926
2009/10/15,64071,9802.139648,10336.83984,3114.227051
2009/10/16,64646,10005.95996,10333.38965,3128.537109
2009/10/19,66201,10023.41992,10267.16992,3155.052979
2009/10/20,66703,10226.94043,10282.99023,3164.037109
2009/10/21,66200,10246.96973,10362.62012,3175.584961
2009/10/22,67239,10291.25977,10212.45996,3178.610107
2009/10/23,65303,10197.46973,10075.04981,3175.191895
2009/10/26,65486,10270.46973,9891.099609,3172.945068
2009/10/27,66135,10406.95996,10034.74023,3187.646973
2009/10/28,65059,10437.41992,9802.950195,3275.048096
2009/10/29,65086,10426.30957,9844.30957,3282.888916
2009/10/30,63161,10332.44043,9717.44043,3303.233887
2009/11/3,60162,10318.16016,9789.349609,3320.612061
2009/11/4,63721,10450.9502,9808.990234,3308.345947
2009/11/5,61546,10433.70996,9870.730469,3338.663086
2009/11/6,62643,10464.40039,9871.679688,3223.525879
2009/11/9,63913,10309.91992,9804.490234,3290.165039
2009/11/10,64816,10344.83984,9770.30957,3170.979004
2009/11/11,64466,10471.58008,9791.179688,3096.264893
2009/11/12,66214,10452.67969,9729.929688,3195.301025
2009/11/13,66303,10366.15039,9676.799805,3235.363037
2009/11/16,66431,10388.90039,9549.469727,3269.750977
2009/11/17,64448,10390.11035,9497.679688,3264.62793
2009/11/18,65326,10285.96973,9401.580078,3317.043945
2009/11/19,66627,10337.04981,9441.639648,3331.896973
2009/11/23,67406,10405.83008,9383.240234,3296.664063
2009/11/24,66516,10471.5,9081.519531,3239.568115
2009/11/25,66327,10501.04981,9345.549805,3254.263916
2009/11/26,66809,10452,9572.200195,3247.318115
2009/11/27,67317,10441.12012,9608.94043,3302.904053
2009/11/30,67917,10308.25977,9977.669922,3274.459961
2009/12/1,66392,10328.88965,10022.58984,3255.212891
2009/12/2,67082,10414.13965,10167.59961,3179.077881
2009/12/3,67044,10464.92969,10140.46973,3113.885986
2009/12/4,68546,10466.44043,10004.71973,3122.9729
2009/12/7,68615,10520.08984,9862.820313,3050.52002
2009/12/8,68315,10547.08008,10107.87012,3073.7771
2009/12/9,67604,10545.41016,10105.67969,3153.409912
2009/12/10,68512,10548.50977,10083.48047,3141.353027
2009/12/11,67729,10428.04981,10177.41016,3188.784912
2009/12/14,68012,10583.95996,10163.79981,3211.76001
2009/12/15,68728,10572.01953,10142.04981,3262.600098
2009/12/16,69267,10573.67969,10183.46973,3277.138916
2009/12/17,69349,10606.86035,10378.03027,3243.76001
2009/12/18,69311,10618.19043,10536.91992,3282.178955
2009/12/21,68622,10663.99023,10494.70996,3254.215088
2009/12/22,67068,10627.25977,10634.23047,3192.775879
2009/12/23,66794,10680.76953,10638.05957,3195.99707
2009/12/24,65925,10710.54981,10546.44043,3212.75
2009/12/28,67418,10609.65039,10654.79004,3273.966064
2009/12/29,67589,10725.42969,10681.83008,3172.657959
2009/12/30,null,10603.15039,10731.4502,3215.550049
2010/1/4,67902,10389.87988,10681.66016,3224.1521
2010/1/5,68296,10172.98047,10798.32031,3237.0979
2010/1/6,68588,10196.86035,10879.13965,3246.874023
2010/1/7,70045,10194.29004,10735.03027,3151.850098
2010/1/8,70240,10236.16016,10907.67969,3158.863037
2010/1/11,70729,10120.45996,10982.09961,3128.587891
2010/1/12,70451,10067.33008,10855.08008,3094.410889
2010/1/13,70263,10185.53027,10764.90039,3019.394043
2010/1/14,70433,10296.84961,10737.51953,2986.606934
2010/1/15,70076,10270.54981,10868.41016,2994.143066
2010/1/18,70385,10002.17969,10590.54981,2989.291992
2010/1/19,69801,10012.23047,10512.69043,2941.360107
2010/1/20,68978,9908.389648,10325.28027,2934.712891
2010/1/21,69401,10058.63965,10252.08008,3003.834961
2010/1/22,69909,10038.37988,10414.29004,2995.308105
2010/1/26,68200,10144.19043,10198.04004,2939.4021
2010/1/27,66270,10099.13965,10205.01953,2935.174072
2010/1/28,66220,10268.80957,10371.08984,2948.842041
2010/1/29,65524,10309.24023,10404.33008,2982.5
2010/2/1,65070,10392.90039,10355.98047,2985.499023
2010/2/2,65588,10402.34961,10057.08984,3018.133057
2010/2/3,65402,10383.37988,9951.820313,3003.397949
2010/2/4,66572,10282.41016,9932.900391,2982.574951
2010/2/5,67163,10374.16016,9963.990234,3022.177002
2010/2/8,67109,10321.03027,10092.19043,3060.61792
2010/2/9,63934,10325.25977,10013.29981,3051.943115
2010/2/10,62763,10403.79004,10034.25,3087.842041
2010/2/11,63153,10405.98047,10306.83008,3073.10791
2010/2/12,64718,10396.75977,10335.69043,3097.004883
2010/2/17,65051,10444.13965,10123.58008,3023.373047
2010/2/18,66129,10566.2002,10400.46973,3031.064941
2010/2/19,65855,10552.51953,10352.09961,3053.231934
2010/2/22,67285,10564.37988,10198.83008,3069.141113
2010/2/23,67836,10567.33008,10101.95996,3048.927002
2010/2/24,67597,10611.83984,10126.03027,3051.281982
2010/2/25,67184,10624.69043,10172.05957,3013.412109
2010/2/26,66108,10642.15039,10221.83984,2976.938965
2010/3/1,65795,10685.98047,10253.13965,2992.841064
2010/3/2,66121,10733.66992,10145.71973,3050.479004
2010/3/3,66503,10779.16992,10368.95996,3046.089111
2010/3/4,67228,10741.98047,10585.91992,3067.75
2010/3/5,67779,10785.88965,10567.65039,3074.575928
2010/3/8,67641,10888.83008,10563.91992,3053.125
2010/3/9,67815,10836.15039,10664.9502,3056.808105
2010/3/10,68847,10841.20996,10751.25977,3019.176025
2010/3/11,68575,10850.36035,10751.98047,3059.715088
2010/3/12,69576,10895.86035,10721.70996,3123.798096
2010/3/15,69979,10907.41992,10846.98047,3128.468018
2010/3/16,69885,10856.62988,10744.03027,3109.10498
2010/3/17,69341,,10824.71973,3147.416016
2010/3/18,69024,,10774.15039,3157.957031
2010/3/19,69942,,10815.03027,
2010/3/22,69723,,10828.84961,
2010/3/23,69697,,10996.37012,
2010/3/24,68829,,10986.46973,
2010/3/25,69042,,11097.13965,
2010/3/26,69387,,11089.94043,
2010/3/29,68913,,11244.40039,
2010/3/30,68442,,11286.08984,
2010/3/31,68683,,,
,69939,,,
,69960,,,
,70372,,,
